open_time_us,open,high,low,close,volume,number_of_trades
2025-10-31 02:30:00-04:00,109691.18,109717.79,109517.49,109650.0,220.21757,60113
2025-10-31 03:00:00-04:00,109650.0,109807.9,109440.74,109676.24,277.08563,76294
2025-10-31 03:30:00-04:00,109676.24,109757.06,109266.58,109449.31,717.08014,95663
2025-10-31 04:00:00-04:00,109449.32,109876.17,109214.13,109830.83,432.07678,131190
2025-10-31 04:30:00-04:00,109830.82,110100.0,109672.0,110062.44,287.55679,99753
2025-10-31 05:00:00-04:00,110062.45,110450.0,109988.0,109998.84,423.86719,128790
2025-10-31 05:30:00-04:00,109998.84,110077.22,109807.89,109848.39,209.07143,71782
2025-10-31 06:00:00-04:00,109848.39,109950.0,109764.0,109846.49,171.50824,70056
2025-10-31 06:30:00-04:00,109846.5,110117.32,109710.08,109819.2,203.55938,79451
2025-10-31 07:00:00-04:00,109819.21,109869.55,109479.26,109521.37,262.36634,83553
2025-10-31 07:30:00-04:00,109521.38,110550.0,109461.53,110415.61,449.81679,109866
2025-10-31 08:00:00-04:00,110415.62,110681.0,110136.9,110170.08,494.17292,136231
2025-10-31 08:30:00-04:00,110170.08,110319.99,109619.94,109653.19,409.92847,114990
2025-10-31 09:00:00-04:00,109653.2,110240.0,109649.03,109922.59,255.89608,83522
2025-10-31 09:30:00-04:00,109922.59,110220.86,109366.91,110157.54,908.4242,227334
2025-10-31 10:00:00-04:00,110157.54,110575.74,109701.0,109805.08,759.96682,223805
2025-10-31 10:30:00-04:00,109805.08,111054.61,109590.46,110790.14,1727.27497,235497
2025-10-31 11:00:00-04:00,110790.14,111190.0,110396.91,110487.84,1023.65692,184640
2025-10-31 11:30:00-04:00,110487.84,110632.07,110132.02,110202.9,533.99652,158062
2025-10-31 12:00:00-04:00,110202.9,110300.0,109806.37,110112.72,444.97963,152119
2025-10-31 12:30:00-04:00,110112.71,110145.73,108671.25,108845.4,777.93251,179108
2025-10-31 13:00:00-04:00,108845.4,109226.63,108635.0,109042.51,728.33275,185156
2025-10-31 13:30:00-04:00,109042.5,109417.91,109016.99,109299.98,279.70654,125487
2025-10-31 14:00:00-04:00,109299.98,109542.16,109202.07,109232.0,198.57338,99074
2025-10-31 14:30:00-04:00,109232.01,109817.51,108974.76,109452.35,610.41256,143127
2025-10-31 15:00:00-04:00,109452.2,109939.72,109114.52,109780.01,318.49891,99617
2025-10-31 15:30:00-04:00,109780.01,110237.66,109777.06,109828.78,505.97433,128808
2025-10-31 16:00:00-04:00,109828.78,109828.79,109560.29,109687.91,346.05935,81587
2025-10-31 16:30:00-04:00,109687.91,109782.86,109438.12,109493.85,185.70435,63871
2025-10-31 17:00:00-04:00,109493.84,109685.28,109329.15,109548.6,155.83581,53509
2025-10-31 17:30:00-04:00,109548.6,109750.0,109451.11,109558.48,175.95188,51532
2025-10-31 18:00:00-04:00,109558.48,109801.89,109483.66,109656.57,153.56437,56537
2025-10-31 18:30:00-04:00,109656.56,109733.34,109570.87,109580.09,133.37092,31292
2025-10-31 19:00:00-04:00,109580.08,109629.16,109540.55,109613.24,97.71494,21213
2025-10-31 19:30:00-04:00,109613.23,109683.31,109518.22,109608.01,79.7018,27879
2025-10-31 20:00:00-04:00,109608.01,109639.64,109394.81,109537.24,210.89132,46373
2025-10-31 20:30:00-04:00,109537.23,109751.99,109433.07,109730.78,103.71591,37660
2025-10-31 21:00:00-04:00,109730.78,109928.05,109699.84,109928.04,96.31903,51118
2025-10-31 21:30:00-04:00,109928.05,110048.0,109734.1,109734.11,109.63152,40180
2025-10-31 22:00:00-04:00,109734.1,109788.9,109509.21,109651.53,174.62756,45411
2025-10-31 22:30:00-04:00,109651.54,109872.29,109478.09,109790.27,147.68145,52870
2025-10-31 23:00:00-04:00,109790.27,110217.89,109789.17,110034.09,251.50989,55168
2025-10-31 23:30:00-04:00,110034.09,110315.54,110026.9,110226.37,235.15414,56224
2025-11-01 00:00:00-04:00,110226.38,110564.49,110109.58,110291.54,298.22545,89152
2025-11-01 00:30:00-04:00,110291.53,110371.9,110203.64,110291.67,188.06333,51290
2025-11-01 01:00:00-04:00,110291.66,110328.0,110050.0,110145.33,101.545,49074
2025-11-01 01:30:00-04:00,110145.33,110382.87,110105.94,110140.79,129.93077,40593
2025-11-01 02:00:00-04:00,110140.78,110156.74,109997.26,110017.27,157.13911,30017
2025-11-01 02:30:00-04:00,110017.27,110175.38,109933.86,110004.82,114.99719,37144
2025-11-01 03:00:00-04:00,110004.82,110196.85,109992.78,110175.03,114.19527,42456
2025-11-01 03:30:00-04:00,110175.03,110251.67,110025.99,110071.4,169.8156,40917
2025-11-01 04:00:00-04:00,110071.4,110268.86,110071.4,110188.89,166.62616,61939
2025-11-01 04:30:00-04:00,110188.9,110270.9,110180.0,110248.88,143.90257,29295
2025-11-01 05:00:00-04:00,110248.88,110254.55,110142.85,110182.45,147.19472,33750
2025-11-01 05:30:00-04:00,110182.46,110182.46,109970.18,109991.29,203.79479,44821
2025-11-01 06:00:00-04:00,109991.29,110099.98,109854.72,110007.92,154.10528,38067
2025-11-01 06:30:00-04:00,110007.91,110169.23,109976.82,110147.83,118.92921,29005
2025-11-01 07:00:00-04:00,110147.83,110238.78,110052.23,110052.24,82.51633,27408
2025-11-01 07:30:00-04:00,110052.24,110187.03,110000.01,110137.59,110.9184,31174
2025-11-01 08:00:00-04:00,110137.59,110200.0,110000.01,110078.89,168.42333,40645
2025-11-01 08:30:00-04:00,110078.89,110156.11,110017.26,110017.27,121.52173,39615
2025-11-01 09:00:00-04:00,110017.26,110029.83,109956.1,110008.01,83.79115,31293
2025-11-01 09:30:00-04:00,110008.0,110054.96,109702.66,109946.27,190.01353,71743
2025-11-01 10:00:00-04:00,109946.26,109993.98,109728.94,109888.83,253.87565,56966
2025-11-01 10:30:00-04:00,109888.83,109960.0,109874.89,109933.85,89.81446,20893
2025-11-01 11:00:00-04:00,109933.86,110348.0,109910.22,110060.0,405.09192,75667
2025-11-01 11:30:00-04:00,110059.99,110310.68,110017.27,110310.65,214.47332,45555
2025-11-01 12:00:00-04:00,110310.65,110470.54,110208.49,110208.5,322.10244,80298
2025-11-01 12:30:00-04:00,110208.49,110529.99,110208.49,110464.33,348.31795,53415
2025-11-01 13:00:00-04:00,110464.33,110495.04,110208.73,110208.74,187.98787,44745
2025-11-01 13:30:00-04:00,110208.74,110346.95,110192.0,110208.97,109.52769,29285
2025-11-01 14:00:00-04:00,110208.96,110349.2,110193.43,110260.09,100.23362,31550
2025-11-01 14:30:00-04:00,110260.09,110361.03,110227.82,110341.27,69.18054,19032
2025-11-01 15:00:00-04:00,110341.28,110341.28,110220.77,110274.34,50.84707,18486
2025-11-01 15:30:00-04:00,110274.35,110313.4,110229.41,110299.99,59.13844,12502
2025-11-01 16:00:00-04:00,110300.0,110482.57,110298.17,110445.73,104.01811,24657
2025-11-01 16:30:00-04:00,110445.73,110516.17,110362.0,110406.2,107.19462,29550
2025-11-01 17:00:00-04:00,110406.21,110426.0,110202.25,110351.91,130.49203,34476
2025-11-01 17:30:00-04:00,110351.92,110351.92,109858.44,109862.85,142.55354,47691
2025-11-01 18:00:00-04:00,109862.85,110047.66,109862.84,109998.04,162.36826,55255
2025-11-01 18:30:00-04:00,109998.04,110098.59,109998.03,110092.78,97.09113,24028
2025-11-01 19:00:00-04:00,110092.79,110094.33,109996.05,110086.01,56.0873,24053
2025-11-01 19:30:00-04:00,110086.02,110144.49,109974.0,110098.1,72.92861,21708
2025-11-01 20:00:00-04:00,110098.1,110127.26,109895.27,110030.64,135.49002,42885
2025-11-01 20:30:00-04:00,110030.65,110079.13,109948.99,109974.09,182.70116,36147
2025-11-01 21:00:00-04:00,109974.09,110091.36,109921.05,110091.36,86.38185,33476
2025-11-01 21:30:00-04:00,110091.36,110091.36,109948.3,109978.01,73.27968,31247
2025-11-01 22:00:00-04:00,109978.01,110012.17,109879.39,109995.91,91.18522,32480
2025-11-01 22:30:00-04:00,109995.92,110263.91,109979.87,110015.77,141.93312,40299
2025-11-01 23:00:00-04:00,110015.76,110040.01,109968.01,109985.44,51.08695,23342
2025-11-01 23:30:00-04:00,109985.45,110086.82,109962.06,110053.23,94.21523,27451
2025-11-02 00:00:00-04:00,110053.22,110190.0,110030.06,110131.0,639.88408,38282
2025-11-02 00:30:00-04:00,110131.0,110784.13,110079.48,110670.27,740.35879,92847
2025-11-02 01:00:00-04:00,110670.27,110714.04,110335.98,110456.8,581.86167,64985
2025-11-02 01:30:00-04:00,110456.81,110568.04,110274.65,110497.98,679.71205,59139
2025-11-02 01:00:00-05:00,110497.98,110526.74,110326.21,110413.17,245.76662,44682
2025-11-02 01:30:00-05:00,110413.17,110725.9,110274.9,110663.89,622.08378,59801
2025-11-02 02:00:00-05:00,110663.9,110689.34,110429.7,110503.06,199.79532,37594
2025-11-02 02:30:00-05:00,110503.05,111045.09,110473.91,110895.53,719.74071,63851
2025-11-02 03:00:00-05:00,110895.53,111013.43,110814.38,110814.38,130.38937,17527
